Year,produced,cumFailed,recycled,operational,cumInstalled
2012-01-01,0,0,0,89.1289076220583,89.1289076220583
2013-01-01,32.578152441166154,0,0,121.70706006322446,121.70706006322446
2014-01-01,51.545486476993304,0,2.1010632730303667,173.25254654021776,173.25254654021776
2015-01-01,51.54548647699335,0,8.005422683662694,224.7980330172111,224.7980330172111
2016-01-01,63.57569371268002,0,16.935126631423092,288.37372672989113,288.37372672989113
2017-01-01,102.82753775904462,0,30.5877209539161,391.20126448893575,391.20126448893575
2018-01-01,114.41868633649455,0,54.756428645218,505.6199508254303,505.6199508254303
2019-01-01,113.62838075166843,0,86.67613161789996,619.2483315770987,619.2483315770987
2020-01-01,131.01510361784324,0,124.08593443033158,750.263435194942,750.263435194942
2021-01-01,179.92623814541628,0,171.35402322509185,930.1896733403582,930.1896733403582
2022-01-01,231.20828942746766,15.787193411858595,222.62719957411315,1145.6107693559672,1161.397962767826
2023-01-01,266.63203723217407,79.80058074503535,249.34246352300676,1348.2294192549646,1428.03
2024-01-01,328.4468999999999,162.14529135222438,279.2635591457676,1594.3316086477755,1756.4769
2025-01-01,403.989687,273.5571707962151,312.7751862432597,1886.9094162037848,2160.466587
2026-01-01,496.9073150099998,422.1162201327627,350.3082085924509,2235.257681877237,2657.3739020099997
2027-01-01,611.1959974623,618.1804700146097,392.3451936235451,2650.3894294576903,3268.5698994722998
2028-01-01,751.7710768786292,874.8073369677007,439.4266168583705,3145.533639383228,4020.340976350929
2029-01-01,924.6784245607132,1208.4307951109877,492.15781088137504,3736.5886058006545,4945.019400911642
2030-01-01,1137.354462209677,1639.7045387867583,551.2167481871401,4442.669324334561,6082.373863121319
2031-01-01,669.0611249433459,2194.5512031679846,617.3627579695969,4556.8837848966805,6751.434988064665
2032-01-01,742.6578486871131,2550.3177975824947,691.4462889259487,4943.775039169283,7494.092836751778
2033-01-01,824.3502120426956,2953.3478232213456,774.4198435970626,5365.095225573128,8318.443048794474
2034-01-01,915.0287353673939,3409.380710005344,867.3502248287101,5824.091074156524,9233.471784161868
2035-01-01,1015.6818962578072,3924.823656162039,971.4322518081555,6324.330024257636,10249.153680419675
2036-01-01,1127.4069048461643,4506.82724420602,1088.0041220251342,6869.733341059819,11376.56058526584
2037-01-01,1251.4216643792442,5163.3694752256,1218.5646166681504,7464.612774419484,12627.982249645083
2038-01-01,1389.0780474609583,5903.349147737345,1364.7923706683287,8113.711149368696,14017.060297106042
2039-01-01,1541.8766326816676,6736.689608422543,1528.5674551485283,8822.2473213651665,15558.93692978771
2040-01-01,1711.4830622766494,7674.454014064055,1711.9955497663518,9595.965978000304,17270.41999206436
2041-01-01,1899.746199127083,8728.973368138246,1917.4350157383142,10441.192823053196,19170.16619119144
2042-01-01,2108.7182810310587,9913.988733091508,2147.5272176269123,11364.895739130992,21278.8844722225
2043-01-01,2340.6772919444775,11244.809171791547,2405.2304837421416,12374.752592375431,23619.561764166978
2044-01-01,2598.151794058369,12738.48714059146,2693.858141791199,13479.226417633887,26217.713558225347
2045-01-01,2883.94849140479,14414.013243653822,3017.1211188061434,14687.648805976314,29101.662049630137
2046-01-01,3201.1828254593165,16292.532465614742,3379.175653062881,16010.31240947471,32302.844875089453
2047-01-01,3553.3129362598484,18397.584229498465,3784.6767314304266,17458.573581850836,35856.1578113493
2048-01-01,3944.177359248424,20755.368881426082,4238.837939202078,19044.966289171643,39800.335170597726
2049-01-01,4378.036868765754,23395.043485760456,4747.498491906328,20783.328553603023,44178.37203936348
2050-01-01,4859.620924329982,26349.05012684078,5317.198310935088,22688.942836852682,49037.99296369346
