Year,produced,cumFailed,recycled,operational,cumInstalled
2012-01-01,0,0,0,89.1289076220583,89.1289076220583
2013-01-01,32.578152441166154,0,0,121.70706006322446,121.70706006322446
2014-01-01,51.545486476993304,0,2.1010632730303667,173.25254654021776,173.25254654021776
2015-01-01,51.54548647699335,0,8.005422683662694,224.7980330172111,224.7980330172111
2016-01-01,63.57569371268002,0,16.935126631423092,288.37372672989113,288.37372672989113
2017-01-01,102.82753775904462,0,30.5877209539161,391.20126448893575,391.20126448893575
2018-01-01,114.41868633649455,0,54.756428645218,505.6199508254303,505.6199508254303
2019-01-01,113.62838075166843,0,86.67613161789996,619.2483315770987,619.2483315770987
2020-01-01,131.01510361784324,23.249600391728023,100.83633403860355,727.013834803214,750.263435194942
2021-01-01,179.92623814541628,65.47587248455812,105.87815074053373,864.7138008558002,930.1896733403582
2022-01-01,231.20828942746766,127.24233470841132,111.17205827756042,1034.1556280594145,1161.397962767826
2023-01-01,266.63203723217407,212.41238307660365,116.73066119143846,1215.6176169233963,1428.03
2024-01-01,328.4468999999999,318.8416562469816,122.56719425101038,1437.6352437530181,1756.4769
2025-01-01,403.989687,457.6368030759139,128.6955539635609,1702.829783924086,2160.466587
2026-01-01,496.9073150099998,637.2940970634746,135.13033166173898,2020.0798049465252,2657.3739020099997
2027-01-01,611.1959974623,868.638815393329,141.8868482448259,2399.9310840789713,3268.5698994722998
2028-01-01,751.7710768786292,1165.252763169004,148.9811906570672,2855.088213181925,4020.340976350929
2029-01-01,924.6784245607132,1544.1583558024422,156.43025018992057,3400.8610451092,4945.019400911642
2030-01-01,1137.354462209677,2026.669524274482,164.25176269941662,4055.7043388468373,6082.373863121319
2031-01-01,669.0611249433459,2639.449610303194,172.46435083438743,4111.985377761471,6751.434988064665
2032-01-01,742.6578486871131,3060.6765181323362,181.08756837610684,4433.416318619442,7494.092836751778
2033-01-01,824.3502120426956,3537.625720023496,190.1419467949122,4780.817328770978,8318.443048794474
2034-01-01,915.0287353673939,4077.0818906993964,199.6490441346578,5156.389893462471,9233.471784161868
2035-01-01,1015.6818962578072,4686.6244116288035,209.6314963413907,5562.529268790871,10249.153680419675
2036-01-01,1127.4069048461643,5374.718295072694,220.11307115846026,6001.842290193145,11376.56058526584
2037-01-01,1251.4216643792442,6150.815367177367,231.11872471638327,6477.166882467716,12627.982249645083
2038-01-01,1389.0780474609583,7025.466857453472,242.67466095220243,6991.59343965257,14017.060297106042
2039-01-01,1541.8766326816676,8010.4486695712585,254.80839399981258,7548.488260216451,15558.93692978771
2040-01-01,1711.4830622766494,9118.900750130604,267.54881369980325,8151.5192419337545,17270.41999206436
2041-01-01,1899.746199127083,10365.482129491767,280.9262543847934,8804.684061699674,19170.16619119144
2042-01-01,2108.7182810310587,11766.543383614387,294.97256710403303,9512.341088608113,21278.8844722225
2043-01-01,2340.6772919444775,13340.318460074453,309.72119545923476,10279.243304092524,23619.561764166978
2044-01-01,2598.151794058369,15107.138027150462,325.2072552321965,11110.575531074885,26217.713558225347
2045-01-01,2883.94849140479,17089.666744466158,341.4676179938063,12011.995305163979,29101.662049630137
2046-01-01,3201.1828254593165,19313.167119784128,358.5409988934967,12989.677755305327,32302.844875089453
2047-01-01,3553.3129362598484,21805.79291209072,376.4680488381715,14050.36489925858,35856.1578113493
2048-01-01,3944.177359248424,24598.915369348077,395.2914512800801,15201.419801249647,39800.335170597726
2049-01-01,4378.036868765754,27727.4859538227,415.0560238440841,16450.88608554078,44178.37203936348
2050-01-01,4859.620924329982,31230.439612739578,435.80882503628834,17807.553350953884,49037.99296369346
