Year,produced,cumFailed,recycled,operational,cumInstalled
2012-01-01,0,0,0,89.1289076220583,89.1289076220583
2013-01-01,32.578152441166154,0,0,121.70706006322446,121.70706006322446
2014-01-01,51.545486476993304,0,2.1010632730303667,173.25254654021776,173.25254654021776
2015-01-01,51.54548647699335,0,8.005422683662694,224.7980330172111,224.7980330172111
2016-01-01,63.57569371268002,0,16.935126631423092,288.37372672989113,288.37372672989113
2017-01-01,102.82753775904462,0,30.5877209539161,391.20126448893575,391.20126448893575
2018-01-01,114.41868633649455,0,54.756428645218,505.6199508254303,505.6199508254303
2019-01-01,113.62838075166843,0,86.67613161789996,619.2483315770987,619.2483315770987
2020-01-01,131.01510361784324,0,124.08593443033158,750.263435194942,750.263435194942
2021-01-01,179.92623814541628,0,171.35402322509185,930.1896733403582,930.1896733403582
2022-01-01,231.20828942746766,55.40808166752612,183.00631131844563,1105.9898811002997,1161.397962767826
2023-01-01,266.63203723217407,136.9864173836742,192.1566268843679,1291.0435826163257,1428.03
2024-01-01,328.4468999999999,239.64439226940564,201.76445822858634,1516.8325077305942,1756.4769
2025-01-01,403.989687,374.47967589945915,211.85268114001565,1785.9869111005407,2160.466587
2026-01-01,496.9073150099998,549.9791135281971,222.44531519701647,2107.3947884818026,2657.3739020099997
2027-01-01,611.1959974623,776.9580826812876,233.56758095686726,2491.6118167910126,3268.5698994722998
2028-01-01,751.7710768786292,1068.9879938213605,245.24596000471064,2951.352982529568,4020.340976350929
2029-01-01,924.6784245607132,1443.0803479874166,257.5082580049462,3501.9390529242255,4945.019400911642
2030-01-01,1137.354462209677,1920.5376160687051,270.3836709051935,4161.8362470526145,6082.373863121319
2031-01-01,669.0611249433459,2528.011106687128,283.90285445045316,4223.423881377537,6751.434988064665
2032-01-01,742.6578486871131,2943.6660893354674,298.09799717297585,4550.426747416311,7494.092836751778
2033-01-01,824.3502120426956,3414.7647697867833,313.0028970316247,4903.6782790076895,8318.443048794474
2034-01-01,915.0287353673939,3948.0778929508483,328.6530418832059,5285.39389121102,9233.471784161868
2035-01-01,1015.6818962578072,4551.1702139928275,345.0856939773662,5697.983466426847,10249.153680419675
2036-01-01,1127.4069048461643,5232.491387554919,362.3399786762346,6144.06919771092,11376.56058526584
2037-01-01,1251.4216643792442,6001.477114283704,380.4569776100463,6626.505135361379,12627.982249645083
2038-01-01,1389.0780474609583,6868.661691915126,399.47982649054865,7148.398605190916,14017.060297106042
2039-01-01,1541.8766326816676,7845.803245755995,419.4538178150761,7713.133684031714,15558.93692978771
2040-01-01,1711.4830622766494,8946.023055124577,440.42650870583,8324.396936939782,17270.41999206436
2041-01-01,1899.746199127083,10183.960549735439,462.44783414112146,8986.205641456003,19170.16619119144
2042-01-01,2108.7182810310587,11575.945724870242,485.57022584817753,9702.938747352258,21278.8844722225
2043-01-01,2340.6772919444775,13140.190918393102,509.8487371405864,10479.370845773876,23619.561764166978
2044-01-01,2598.151794058369,14897.004108385043,535.3411739976157,11320.709449840304,26217.713558225347
2045-01-01,2883.94849140479,16869.026129762467,562.1082326974965,12232.63591986767,29101.662049630137
2046-01-01,3201.1828254593165,19081.49447434525,590.2136443323715,13221.3504007442,32302.844875089453
2047-01-01,3553.3129362598484,21562.536634379903,619.72432654899,14293.6211769694,35856.1578113493
2048-01-01,3944.177359248424,24343.496277751718,650.7105428764395,15456.838892846006,39800.335170597726
2049-01-01,4378.036868765754,27459.295907646523,683.2460700202615,16719.076131716956,44178.37203936348
2050-01-01,4859.620924329982,30948.840064254593,717.4083735212746,18089.15289943887,49037.99296369346
